title,url,description,category,sub_category,skills,extracted_entities
Excel Skills for Business Specialization,https://www.coursera.org/specializations/excel,Learn Excel Skills for Business. Master Excel to add a highly valuable asset to your employability portfolio. ,Business,Business Essentials,"Data Validation, Microsoft Excel, Microsoft Excel Macro, Pivot Table, Graphs, Spreadsheet, Chart, Concatenation, Consolization, Pivot Chart, Lookup Table, Microsoft Excel Vba, ","{'SKILL': [{'word': 'Data Validation', 'score': 0.9320660829544067}, {'word': 'Pivot Table', 'score': 0.8289065361022949}, {'word': 'Graphs', 'score': 0.9349033236503601}, {'word': 'Spreadsheet', 'score': 0.9194561839103699}, {'word': 'Chart', 'score': 0.9225177764892578}, {'word': 'Concatenation', 'score': 0.8796319365501404}, {'word': 'Consolization', 'score': 0.9144784808158875}, {'word': 'Pivot Chart', 'score': 0.8817052841186523}, {'word': 'Lookup Table', 'score': 0.8801324963569641}], 'TOOL': [{'word': 'Microsoft Excel', 'score': 0.6813421845436096}, {'word': 'Microsoft Excel Macro', 'score': 0.587798535823822}, {'word': 'Microsoft Excel Vba', 'score': 0.7117909789085388}]}"
The Materiality of ESG Factors Specialization,https://www.coursera.org/specializations/materiality-esg-factors,Learn about ESG Factors When Investing. Analyze the importance of ESG investing. Identify how the ESG approach should be an essential piece of your strategy based on various factors impacting and driving value.,Business,Finance,"ESG, Investment, Climate Change, Finance, social activism, ","{'SKILL': [{'word': 'Investment', 'score': 0.7644127607345581}, {'word': 'Climate Change', 'score': 0.8450169563293457}, {'word': 'Finance', 'score': 0.9191465973854065}]}"
AI For Business Specialization,https://www.coursera.org/specializations/ai-for-business-wharton,"Learn the Fundamentals of  AI and Machine Learning. Develop a deployment strategy for incorporating AI, ML, and Big Data into your organization that will take advantage of cutting-edge technologies",Business,Leadership and Management,"Artificial Intelligence (AI), Machine Learning, Management, Analytics, Fraud Prevention, ","{'SKILL': [{'word': 'Ific', 'score': 0.7675090432167053}, {'word': 'Ial Intelligence', 'score': 0.9371862411499023}, {'word': 'Machine Learning', 'score': 0.7563251852989197}, {'word': 'Management', 'score': 0.9469390511512756}, {'word': 'Analytics', 'score': 0.9755046963691711}, {'word': 'Fraud Prevention', 'score': 0.9265286326408386}]}"
Digital Product Management Specialization,https://www.coursera.org/specializations/uva-darden-digital-product-management,Implement a modern approach to product management. Master the fundamentals that create great teams and products,Computer Science,Design and Product,"hypothesis-driven development, Product Management, Design Thinking, agile, Lean Startup, Product/Market Fit, Innovation Pipeline, agile user stories, User Experience Design (UXD), Agile Software Development, Software Development, Usability Testing, ","{'SKILL': [{'word': 'Product Management', 'score': 0.9892425537109375}, {'word': 'Design Thinking', 'score': 0.9649502038955688}, {'word': 'Gile', 'score': 0.7570126056671143}, {'word': 'Lean Startup', 'score': 0.9862586259841919}, {'word': 'Product', 'score': 0.9130163788795471}, {'word': 'Market Fit', 'score': 0.9975247383117676}, {'word': 'Innovation Pipeline', 'score': 0.877811849117279}, {'word': 'Gile User', 'score': 0.804659366607666}, {'word': 'Use', 'score': 0.9691832661628723}, {'word': 'R Experience Design', 'score': 0.9601979851722717}, {'word': 'Gile Software Development', 'score': 0.8611096739768982}, {'word': 'Software Development', 'score': 0.9608107805252075}, {'word': 'Usability Testing', 'score': 0.9255690574645996}]}"
Graphic Design Specialization,https://www.coursera.org/specializations/graphic-design,Make Compelling Design. Learn and apply the principles of graphic design towards a comprehensive branding project. ,Arts and Humanities,Music and Art,"Visual Communication, Branding Communication, Graphic Design, Art History, Typography, Creativity, Graphics, Design Theory, Color Theory, Adobe Illustrator, History, Adobe Indesign, ","{'SKILL': [{'word': 'Communication', 'score': 0.9970241189002991}, {'word': 'Branding Communication', 'score': 0.9652512073516846}, {'word': 'Graphic Design', 'score': 0.9921426773071289}, {'word': 'Art History', 'score': 0.9394243955612183}, {'word': 'Typography', 'score': 0.8250775933265686}, {'word': 'Creativity', 'score': 0.8416078686714172}, {'word': 'Graphics', 'score': 0.7721168994903564}, {'word': 'Design Theory', 'score': 0.7672521471977234}, {'word': 'Color Theory', 'score': 0.8505274057388306}, {'word': 'Illustrator', 'score': 0.9024578332901001}, {'word': 'Ign', 'score': 0.7743335962295532}], 'TOOL': [{'word': 'Adobe', 'score': 0.725746750831604}]}"
Security Analyst Fundamentals Specialization,https://www.coursera.org/specializations/security-analyst-fundamentals,Launch your career in Cybersecurity.. Acquire the knowledge you need to work as a Cybersecurity Analyst.,Information Technology,Security,"threat intelligence, Digital Forensics, Data Breach, cybersecurity analyst, Computer Security Incident Management, scripting, forensics, Penetration Test, Cybersecurity, Application Security, network defensive tactics, security analyst, ","{'SKILL': [{'word': 'Digital Forensics', 'score': 0.9956015348434448}, {'word': 'Data Breach', 'score': 0.9818751811981201}, {'word': 'Cybersecurity Analyst', 'score': 0.951126754283905}, {'word': 'Computer Security Incident Management', 'score': 0.9959093332290649}, {'word': 'Forensics', 'score': 0.7196288704872131}, {'word': 'Penetration Test', 'score': 0.9235580563545227}, {'word': 'Cybersecurity', 'score': 0.9124531149864197}, {'word': 'Application Security', 'score': 0.9619349241256714}, {'word': 'Network Defensive Tactics', 'score': 0.9003663659095764}, {'word': 'Security Analyst', 'score': 0.6385421752929688}]}"
Improve Your English Communication Skills Specialization,https://www.coursera.org/specializations/improve-english,Improve Your English Communication Skills. Write and speak more professionally in English to increase your business success.,Language Learning,Learning English,"Professional, Email Writing, Presentation, Writing, Communication, Stress, Public Speaking, Speech, ","{'SKILL': [{'word': 'Ail Writing', 'score': 0.9792672395706177}, {'word': 'Presentation', 'score': 0.9237791895866394}, {'word': 'Writing', 'score': 0.9924240112304688}, {'word': 'Communication', 'score': 0.9590333104133606}, {'word': 'Stress', 'score': 0.9675134420394897}, {'word': 'Public Speaking', 'score': 0.8819780945777893}, {'word': 'Speech', 'score': 0.9134122133255005}]}"
Entrepreneurship Specialization,https://www.coursera.org/specializations/wharton-entrepreneurship,"Turn Your Idea into a Funded Business. Develop, launch, fund and grow your own business",Business,Entrepreneurship,"Growth Strategies, Exit Strategy, Finance, Entrepreneurship, Discovery-Driven Planning, Elevator Pitch, Planning, Brand Management, Choosing Advisors, Brand, Strategic Management, Marketing, ","{'SKILL': [{'word': 'Growth Strategies', 'score': 0.9511590003967285}, {'word': 'Exit Strategy', 'score': 0.9853439927101135}, {'word': 'Finance', 'score': 0.8069196343421936}, {'word': 'Entrepreneurship', 'score': 0.9376843571662903}, {'word': 'Discovery', 'score': 0.7167686223983765}, {'word': 'Driven Planning', 'score': 0.9414690136909485}, {'word': 'Elevator Pitch', 'score': 0.9736892580986023}, {'word': 'Planning', 'score': 0.9713923335075378}, {'word': 'Brand Management', 'score': 0.9829138517379761}, {'word': 'Choosing Advisor', 'score': 0.8175139427185059}, {'word': 'Brand', 'score': 0.5857371091842651}, {'word': 'Strategic Management', 'score': 0.8279730081558228}, {'word': 'Marketing', 'score': 0.7586203217506409}]}"
Foundations of Positive Psychology  Specialization,https://www.coursera.org/specializations/positivepsychology,Positive Psychology:  Well-being for life. Master strategies and tools that enable individuals and organizations to thrive,Business,Business Essentials,"Gratitude, goal setting, Research Methodology, Resilience, Character Strengths And Virtues, Positive Education, Positive Psychology, Savoring, Plan, Communication, Mindfulness, Flourishing, ","{'SKILL': [{'word': 'Setting', 'score': 0.5809523463249207}, {'word': 'Research Methodology', 'score': 0.9934051036834717}, {'word': 'Resilience', 'score': 0.8858451247215271}, {'word': 'Character Strengths', 'score': 0.9649245142936707}, {'word': 'Virtues', 'score': 0.9849491119384766}, {'word': 'Sitive Education', 'score': 0.8667341470718384}, {'word': 'Positive Psychology', 'score': 0.9382474422454834}, {'word': 'Savoring', 'score': 0.793173611164093}, {'word': 'Communication', 'score': 0.9225938320159912}, {'word': 'Mindfulness', 'score': 0.9286494851112366}, {'word': 'Flourishing', 'score': 0.7695272564888}]}"
Data Science Specialization,https://www.coursera.org/specializations/jhu-data-science,"Launch Your Career in Data Science. A ten-course introduction to data science, developed and taught by leading professors.",Data Science,Data Analysis,"Github, Machine Learning, R Programming, Regression Analysis, Data Science, Rstudio, Data Analysis, Debugging, Data Manipulation, Regular Expression (REGEX), Data Cleansing, Cluster Analysis, ","{'SKILL': [{'word': 'Machine Learning', 'score': 0.9951830506324768}, {'word': 'R Programming', 'score': 0.9945454597473145}, {'word': 'Reg', 'score': 0.9917620420455933}, {'word': 'Ression Analysis', 'score': 0.9733618497848511}, {'word': 'Data Science', 'score': 0.98880934715271}, {'word': 'Data Analysis', 'score': 0.9914656281471252}, {'word': 'Gging', 'score': 0.9938242435455322}, {'word': 'Data Manipulation', 'score': 0.9905311465263367}, {'word': 'Regular Expression', 'score': 0.9601290822029114}, {'word': 'Data Cleansing', 'score': 0.9939910769462585}, {'word': 'Cluster Analysis', 'score': 0.8995650410652161}], 'TOOL': [{'word': 'Rstudio', 'score': 0.6964011192321777}]}"
Supply Chain Management Specialization,https://www.coursera.org/specializations/supply-chain-management,"Supply Chain Management. Master the Fundamentals: Logistics, Operations, Planning, Sourcing, and Strategy",Business,Business Essentials,"Forecasting, Logistics, Supply Chain, Lean Six Sigma, Supply Chain Risk Management, Warehouse Management, Logistics Planning, Inventory, Six Sigma, Microsoft Excel, Planning, Demand Forecasting, ","{'SKILL': [{'word': 'Ecasting', 'score': 0.8099349737167358}, {'word': 'Logistics', 'score': 0.7564436793327332}, {'word': 'Supply Chain', 'score': 0.7804097533226013}, {'word': 'Lea', 'score': 0.6513990759849548}, {'word': 'Supply Chain Risk Management', 'score': 0.972233772277832}, {'word': 'Warehouse Management', 'score': 0.9542398452758789}, {'word': 'Logistics Planning', 'score': 0.9771013855934143}, {'word': 'Inventory', 'score': 0.8369708061218262}, {'word': 'Planning', 'score': 0.9645764827728271}, {'word': 'Mand Forecasting', 'score': 0.9740518927574158}], 'TOOL': [{'word': 'Six Sigma', 'score': 0.7191692590713501}, {'word': 'Microsoft Excel', 'score': 0.8268718719482422}]}"
Microsoft 365 Fundamentals Specialization,https://www.coursera.org/specializations/microsoft-365-fundamentals,Pursue your passion and improve your productivity. Learn how to use the best-in-class suite of apps that help you stay connected and get things done.,Business,Business Essentials,"Create and maintain professional looking documents, Create and edit a workbook with multiple sheets, Represent data visually, Create and manage presentations, Describe the apps and services available in a Microsoft 365 subscription, Documents, Microsoft Word, Microsoft Excel, Chart, Worksheet, Microsoft PowerPoint, Presentation, ","{'EXP': [{'word': 'Sheets', 'score': 0.8639650344848633}], 'SKILL': [{'word': '365', 'score': 0.6104955077171326}, {'word': 'Uments', 'score': 0.6137838959693909}, {'word': 'Microsoft Word', 'score': 0.8954226970672607}, {'word': 'Microsoft Excel', 'score': 0.8098599314689636}, {'word': 'Chart', 'score': 0.6964454054832458}, {'word': 'Worksheet', 'score': 0.9272133708000183}, {'word': 'Microsoft Powerpoint', 'score': 0.8827530145645142}, {'word': 'Presentation', 'score': 0.9248365759849548}]}"
Search Engine Optimization (SEO) Specialization,https://www.coursera.org/specializations/seo,Become an SEO Expert. Master search engine optimization tools and strategies,Business,Marketing,"Search Algorithm, Search Engine Optimization (SEO), Mathematical Optimization, Semantics, Social Media, Keyword Research, Marketing, Content Marketing, Social Media Marketing, ","{'SKILL': [{'word': 'Search Algorithm', 'score': 0.9472926259040833}, {'word': 'Search Engine Optimization', 'score': 0.9871276021003723}, {'word': 'SEO', 'score': 0.6116054058074951}, {'word': 'Mathematical Optimization', 'score': 0.9703162908554077}, {'word': 'Semantics', 'score': 0.8317297101020813}, {'word': 'Social Media', 'score': 0.7566961050033569}, {'word': 'Keyword Research', 'score': 0.9636412262916565}, {'word': 'Marketing', 'score': 0.9163365960121155}, {'word': 'Content Marketing', 'score': 0.9821535348892212}, {'word': 'Social Media Marketing', 'score': 0.924412727355957}]}"
AI Product Management Specialization,https://www.coursera.org/specializations/ai-product-management-duke,"Manage the Design & Development of ML Products. Understand how machine learning works and when and how it can be applied to solve problems.  Learn to apply the data science process and best practices to lead machine learning projects,  and how to develop human-centered AI products which ensure privacy and ethical standards.",Data Science,Machine Learning,"Data Science, Artificial Intelligence (AI), Machine Learning, Predictive Analytics, Modeling, Artificial Neural Network, Project Management, Privacy, Design Thinking, Ethics, ","{'SKILL': [{'word': 'Data Science', 'score': 0.9805276989936829}, {'word': 'Art', 'score': 0.9549811482429504}, {'word': 'Ificial Intelligence', 'score': 0.7490790486335754}, {'word': 'Machine Learning', 'score': 0.9633691310882568}, {'word': 'Predictive Analytics', 'score': 0.9311084747314453}, {'word': 'Modeling', 'score': 0.9411255121231079}, {'word': 'Artificial Neural Network', 'score': 0.8945949673652649}, {'word': 'Project Management', 'score': 0.9006659984588623}, {'word': 'Privacy', 'score': 0.7653444409370422}, {'word': 'Design Thinking', 'score': 0.921068549156189}]}"
Introduction to Programming with Python and Java Specialization,https://www.coursera.org/specializations/programming-python-java,"Boost Your Computer Programming Skills. With minimal previous exposure, learn two popular programming languages at an accelerated pace.",Computer Science,Software Development,"Programming Principles, Python Programming, Java Programming, Data Structure, Computer Programming, Python Tools, Python Syntax And Semantics, Data Science, Python Libraries, Data Analysis, Data Visualization (DataViz), Java Tools, ","{'SKILL': [{'word': 'Programming Principles', 'score': 0.8294240236282349}, {'word': 'Python Programming', 'score': 0.9931498765945435}, {'word': 'Java Programming', 'score': 0.9895697832107544}, {'word': 'Data Structure', 'score': 0.8941629528999329}, {'word': 'Computer Programming', 'score': 0.9547630548477173}, {'word': 'Python Tools', 'score': 0.9524969458580017}, {'word': 'Python Syntax', 'score': 0.9590924978256226}, {'word': 'Semantics', 'score': 0.9839355945587158}, {'word': 'Data Science', 'score': 0.9760396480560303}, {'word': 'Python Libraries', 'score': 0.9524092674255371}, {'word': 'Data Analysis', 'score': 0.9865627288818359}, {'word': 'Data Visualization', 'score': 0.989231288433075}, {'word': 'Java Tools', 'score': 0.98261958360672}], 'TOOL': [{'word': 'Dataviz', 'score': 0.5773202776908875}]}"
